epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,4232.16,0.46309,0.37883,0.86575,0.92855,0.91659,0.94771,0.87626,0.43382,0.40718,0.85335,0.000148696,0.000148696,0.000148696
186,4255.2,0.48012,0.38636,0.861,0.93019,0.91719,0.94678,0.87091,0.44421,0.40427,0.85377,0.000140445,0.000140445,0.000140445
187,4277.34,0.4875,0.38205,0.87945,0.9301,0.91695,0.94596,0.86853,0.43916,0.40696,0.85269,0.000132193,0.000132193,0.000132193
188,4297.82,0.46109,0.36378,0.86112,0.94742,0.90464,0.94439,0.86929,0.43108,0.40827,0.85046,0.000123941,0.000123941,0.000123941
189,4320.36,0.46979,0.36586,0.8688,0.95503,0.90978,0.94262,0.87431,0.42385,0.40839,0.84647,0.00011569,0.00011569,0.00011569
190,4342.48,0.45564,0.35058,0.85457,0.96383,0.91044,0.94294,0.87174,0.43497,0.41164,0.84824,0.000107438,0.000107438,0.000107438
191,4369.76,0.41127,0.34034,0.8403,0.95571,0.91698,0.94717,0.87839,0.42705,0.41113,0.84625,9.91865e-05,9.91865e-05,9.91865e-05
192,4392.69,0.41614,0.33783,0.81904,0.94821,0.90445,0.94562,0.87332,0.43615,0.42907,0.85586,9.09349e-05,9.09349e-05,9.09349e-05
193,4413.07,0.3912,0.30828,0.8206,0.93079,0.91082,0.94301,0.86622,0.44609,0.433,0.86357,8.26832e-05,8.26832e-05,8.26832e-05
194,4435.81,0.41095,0.31676,0.80893,0.93249,0.90205,0.945,0.86717,0.4321,0.42443,0.85082,7.44316e-05,7.44316e-05,7.44316e-05
195,4457.46,0.39306,0.3099,0.81806,0.91016,0.91959,0.94623,0.86922,0.42871,0.42498,0.8503,6.61799e-05,6.61799e-05,6.61799e-05
196,4479.14,0.39343,0.32057,0.82555,0.94615,0.88973,0.94637,0.87495,0.42439,0.4227,0.85036,5.79283e-05,5.79283e-05,5.79283e-05
197,4501.04,0.39252,0.30317,0.8222,0.94556,0.88998,0.94518,0.86886,0.42426,0.42832,0.85026,4.96766e-05,4.96766e-05,4.96766e-05
198,4521.28,0.39304,0.30786,0.82309,0.94448,0.89,0.94414,0.86421,0.42741,0.42877,0.85072,4.1425e-05,4.1425e-05,4.1425e-05
199,4544.63,0.41284,0.32114,0.82159,0.94391,0.88921,0.94466,0.86397,0.4296,0.42357,0.85121,3.31733e-05,3.31733e-05,3.31733e-05
200,4567.31,0.37593,0.2941,0.81267,0.95578,0.88122,0.94688,0.86767,0.42693,0.4189,0.85157,2.49217e-05,2.49217e-05,2.49217e-05
